"AAR";"PX_DATA";"BOSTED_FYLKE_NR_NAVN";"ALDER_GRUPPE_5AARIG";"HOVEDGRUPPETEKST";"KJONN"
"2025";1225;"55 Troms - Romsa - Tromssa ";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2024";5774;"34 Innlandet";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2025";2447;"18 Nordland - Nordlánnda";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2025";8327;"03 Oslo";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2024";392;"33 Buskerud";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";224;"15 Møre og Romsdal";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";3029;"I alt";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"Ukjent";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";129;"33 Buskerud";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";173;"39 Vestfold";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";314;"34 Innlandet";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";494;"46 Vestland";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";510;"03 Oslo";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";6;"56 Finnmark - Finnmárku - Finmarkku";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";51;"40 Telemark";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";100;"11 Rogaland";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";84;"33 Buskerud";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";71;"18 Nordland - Nordlánnda";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";103;"50 Trøndelag - Trööndelage";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";196;"55 Troms - Romsa - Tromssa ";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";568;"34 Innlandet";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";2527;"03 Oslo";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";185;"56 Finnmark - Finnmárku - Finmarkku";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";179;"40 Telemark";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";357;"40 Telemark";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";5249;"I alt";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";739;"31 Østfold";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";195;"18 Nordland - Nordlánnda";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"40 Telemark";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";127;"I alt";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"42 Agder";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"15 Møre og Romsdal";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2025";44;"39 Vestfold";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2024";303;"46 Vestland";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2025";156;"32 Akershus";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"Ukjent";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";607;"31 Østfold";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";1523;"46 Vestland";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";377;"18 Nordland - Nordlánnda";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";805;"50 Trøndelag - Trööndelage";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"Ukjent";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";339;"39 Vestfold";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";51;"56 Finnmark - Finnmárku - Finmarkku";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";417;"15 Møre og Romsdal";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";4759;"I alt";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";591;"03 Oslo";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";45;"56 Finnmark - Finnmárku - Finmarkku";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";621;"15 Møre og Romsdal";"25-29 år";"Delvis ledige";"Kvinner"
"2025";141;"55 Troms - Romsa - Tromssa ";"25-29 år";"Delvis ledige";"Kvinner"
"2025";534;"33 Buskerud";"25-29 år";"Delvis ledige";"Kvinner"
"2024";963;"34 Innlandet";"25-29 år";"Delvis ledige";"Kvinner"
"2025";896;"46 Vestland";"25-29 år";"Delvis ledige";"Kvinner"
"2025";316;"18 Nordland - Nordlánnda";"25-29 år";"Delvis ledige";"Kvinner"
"2024";132628;"I alt";"I alt";"Delvis ledige";"Kvinner"
"2025";4753;"39 Vestfold";"I alt";"Delvis ledige";"Kvinner"
"2025";6119;"34 Innlandet";"I alt";"Delvis ledige";"Kvinner"
"2024";263;"55 Troms - Romsa - Tromssa ";"45-49 år";"Delvis ledige";"Kvinner"
"2024";15197;"I alt";"45-49 år";"Delvis ledige";"Kvinner"
"2025";551;"39 Vestfold";"45-49 år";"Delvis ledige";"Kvinner"
"2025";1299;"03 Oslo";"45-49 år";"Delvis ledige";"Kvinner"
"2025";689;"50 Trøndelag - Trööndelage";"45-49 år";"Delvis ledige";"Kvinner"
"2025";309;"15 Møre og Romsdal";"55-59 år";"Delvis ledige";"Kvinner"
"2025";135;"55 Troms - Romsa - Tromssa ";"55-59 år";"Delvis ledige";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"55-59 år";"Delvis ledige";"Kvinner"
"2025";346;"42 Agder";"55-59 år";"Delvis ledige";"Kvinner"
"2025";934;"32 Akershus";"55-59 år";"Delvis ledige";"Kvinner"
"2025";189;"56 Finnmark - Finnmárku - Finmarkku";"55-59 år";"Delvis ledige";"Kvinner"
"2025";253;"15 Møre og Romsdal";"60-64 år";"Delvis ledige";"Kvinner"
"2024";161;"55 Troms - Romsa - Tromssa ";"60-64 år";"Delvis ledige";"Kvinner"
"2024";19;"Ukjent";"35-39 år";"Delvis ledige";"Kvinner"
"2025";791;"33 Buskerud";"35-39 år";"Delvis ledige";"Kvinner"
"2024";1001;"33 Buskerud";"35-39 år";"Delvis ledige";"Kvinner"
"2025";443;"18 Nordland - Nordlánnda";"35-39 år";"Delvis ledige";"Kvinner"
"2024";667;"18 Nordland - Nordlánnda";"35-39 år";"Delvis ledige";"Kvinner"
"2025";307;"15 Møre og Romsdal";"20-24 år";"Delvis ledige";"Kvinner"
"2025";149;"55 Troms - Romsa - Tromssa ";"20-24 år";"Delvis ledige";"Kvinner"
"2025";127;"11 Rogaland";"65-69 år";"Delvis ledige";"Kvinner"
"2024";172;"11 Rogaland";"65-69 år";"Delvis ledige";"Kvinner"
"2024";32;"33 Buskerud";"65-69 år";"Delvis ledige";"Kvinner"
"2024";138;"50 Trøndelag - Trööndelage";"65-69 år";"Delvis ledige";"Kvinner"
"2025";13;"56 Finnmark - Finnmárku - Finmarkku";"65-69 år";"Delvis ledige";"Kvinner"
"2024";;"I alt";"70 år og over";"Delvis ledige";"Kvinner"
"2025";;"42 Agder";"70 år og over";"Delvis ledige";"Kvinner"
"2025";;"03 Oslo";"70 år og over";"Delvis ledige";"Kvinner"
"2025";;"32 Akershus";"70 år og over";"Delvis ledige";"Kvinner"
"2025";;"50 Trøndelag - Trööndelage";"70 år og over";"Delvis ledige";"Kvinner"
"2024";;"56 Finnmark - Finnmárku - Finmarkku";"70 år og over";"Delvis ledige";"Kvinner"
"2025";42;"15 Møre og Romsdal";"19 år og under";"Delvis ledige";"Kvinner"
"2024";1318;"I alt";"19 år og under";"Delvis ledige";"Kvinner"
"2024";104;"31 Østfold";"19 år og under";"Delvis ledige";"Kvinner"
"2025";73;"32 Akershus";"19 år og under";"Delvis ledige";"Kvinner"
"2024";818;"33 Buskerud";"30-34 år";"Delvis ledige";"Kvinner"
"2024";2221;"32 Akershus";"30-34 år";"Delvis ledige";"Kvinner"
"2024";397;"56 Finnmark - Finnmárku - Finmarkku";"30-34 år";"Delvis ledige";"Kvinner"
"2025";552;"15 Møre og Romsdal";"40-44 år";"Delvis ledige";"Kvinner"
"2024";18001;"I alt";"40-44 år";"Delvis ledige";"Kvinner"
"2024";29;"Ukjent";"40-44 år";"Delvis ledige";"Kvinner"
"2024";1034;"39 Vestfold";"40-44 år";"Delvis ledige";"Kvinner"
"2025";202;"56 Finnmark - Finnmárku - Finmarkku";"40-44 år";"Delvis ledige";"Kvinner"
"2025";25;"Ukjent";"50-54 år";"Delvis ledige";"Kvinner"
"2024";883;"34 Innlandet";"50-54 år";"Delvis ledige";"Kvinner"
"2025";521;"31 Østfold";"50-54 år";"Delvis ledige";"Kvinner"
"2025";;"Ukjent";"25-29 år";"Helt ledige";"Kvinner"
"2025";1360;"39 Vestfold";"25-29 år";"Helt ledige";"Kvinner"
"2024";2428;"42 Agder";"25-29 år";"Helt ledige";"Kvinner"
"2025";2431;"46 Vestland";"25-29 år";"Helt ledige";"Kvinner"
"2025";3581;"55 Troms - Romsa - Tromssa ";"I alt";"Helt ledige";"Kvinner"
"2024";288746;"I alt";"I alt";"Helt ledige";"Kvinner"
"2024";28558;"46 Vestland";"I alt";"Helt ledige";"Kvinner"
"2025";15236;"50 Trøndelag - Trööndelage";"I alt";"Helt ledige";"Kvinner"
"2025";2561;"56 Finnmark - Finnmárku - Finmarkku";"I alt";"Helt ledige";"Kvinner"
"2024";3897;"56 Finnmark - Finnmárku - Finmarkku";"I alt";"Helt ledige";"Kvinner"
"2025";315;"55 Troms - Romsa - Tromssa ";"45-49 år";"Helt ledige";"Kvinner"
"2025";18932;"I alt";"45-49 år";"Helt ledige";"Kvinner"
"2025";1845;"46 Vestland";"45-49 år";"Helt ledige";"Kvinner"
"2025";3101;"32 Akershus";"45-49 år";"Helt ledige";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"55-59 år";"Helt ledige";"Kvinner"
"2025";708;"34 Innlandet";"55-59 år";"Helt ledige";"Kvinner"
"2025";8977;"I alt";"60-64 år";"Helt ledige";"Kvinner"
"2024";;"Ukjent";"60-64 år";"Helt ledige";"Kvinner"
"2024";1333;"46 Vestland";"60-64 år";"Helt ledige";"Kvinner"
"2024";384;"18 Nordland - Nordlánnda";"60-64 år";"Helt ledige";"Kvinner"
"2025";600;"50 Trøndelag - Trööndelage";"60-64 år";"Helt ledige";"Kvinner"
"2024";1804;"15 Møre og Romsdal";"35-39 år";"Helt ledige";"Kvinner"
"2024";2519;"42 Agder";"35-39 år";"Helt ledige";"Kvinner"
"2025";330;"56 Finnmark - Finnmárku - Finmarkku";"35-39 år";"Helt ledige";"Kvinner"
"2025";1349;"11 Rogaland";"20-24 år";"Helt ledige";"Kvinner"
"2025";820;"33 Buskerud";"20-24 år";"Helt ledige";"Kvinner"
"2025";69;"55 Troms - Romsa - Tromssa ";"65-69 år";"Helt ledige";"Kvinner"
"2024";642;"32 Akershus";"65-69 år";"Helt ledige";"Kvinner"
"2025";317;"50 Trøndelag - Trööndelage";"65-69 år";"Helt ledige";"Kvinner"
"2024";;"55 Troms - Romsa - Tromssa ";"70 år og over";"Helt ledige";"Kvinner"
"2025";;"33 Buskerud";"70 år og over";"Helt ledige";"Kvinner"
"2024";;"39 Vestfold";"70 år og over";"Helt ledige";"Kvinner"
"2024";;"42 Agder";"70 år og over";"Helt ledige";"Kvinner"
"2025";;"03 Oslo";"70 år og over";"Helt ledige";"Kvinner"
"2025";4706;"I alt";"19 år og under";"Helt ledige";"Kvinner"
"2024";550;"11 Rogaland";"19 år og under";"Helt ledige";"Kvinner"
"2024";564;"39 Vestfold";"19 år og under";"Helt ledige";"Kvinner"
"2025";329;"31 Østfold";"19 år og under";"Helt ledige";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"30-34 år";"Helt ledige";"Kvinner"
"2025";1585;"39 Vestfold";"30-34 år";"Helt ledige";"Kvinner"
"2025";1696;"42 Agder";"30-34 år";"Helt ledige";"Kvinner"
"2025";2515;"31 Østfold";"30-34 år";"Helt ledige";"Kvinner"
"2025";921;"40 Telemark";"40-44 år";"Helt ledige";"Kvinner"
"2025";430;"55 Troms - Romsa - Tromssa ";"40-44 år";"Helt ledige";"Kvinner"
"2024";1896;"34 Innlandet";"40-44 år";"Helt ledige";"Kvinner"
"2025";756;"18 Nordland - Nordlánnda";"40-44 år";"Helt ledige";"Kvinner"
"2025";584;"40 Telemark";"50-54 år";"Helt ledige";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"50-54 år";"Helt ledige";"Kvinner"
"2024";1344;"34 Innlandet";"50-54 år";"Helt ledige";"Kvinner"
"2024";2366;"46 Vestland";"50-54 år";"Helt ledige";"Kvinner"
"2025";745;"15 Møre og Romsdal";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"97 Svalbard og øvrige områder";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2024";1204;"33 Buskerud";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2024";2027;"42 Agder";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2024";3081;"46 Vestland";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1364;"50 Trøndelag - Trööndelage";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2024";370;"56 Finnmark - Finnmárku - Finmarkku";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2024";14213;"42 Agder";"I alt";"Arbeidssøkere på tiltak";"I alt"
"2024";7522;"18 Nordland - Nordlánnda";"I alt";"Arbeidssøkere på tiltak";"I alt"
"2025";1100;"11 Rogaland";"45-49 år";"Arbeidssøkere på tiltak";"I alt"
"2024";794;"33 Buskerud";"45-49 år";"Arbeidssøkere på tiltak";"I alt"
"2025";817;"31 Østfold";"45-49 år";"Arbeidssøkere på tiltak";"I alt"
"2024";1186;"31 Østfold";"45-49 år";"Arbeidssøkere på tiltak";"I alt"
"2025";211;"40 Telemark";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"Ukjent";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"Ukjent";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2025";474;"11 Rogaland";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2024";551;"11 Rogaland";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2024";925;"46 Vestland";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2025";324;"18 Nordland - Nordlánnda";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2024";1037;"32 Akershus";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2024";129;"56 Finnmark - Finnmárku - Finmarkku";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2024";143;"40 Telemark";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2025";50;"55 Troms - Romsa - Tromssa ";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"Ukjent";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2024";342;"33 Buskerud";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2025";165;"18 Nordland - Nordlánnda";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2024";179;"18 Nordland - Nordlánnda";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1045;"50 Trøndelag - Trööndelage";"35-39 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"97 Svalbard og øvrige områder";"20-24 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"55 Troms - Romsa - Tromssa ";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2025";340;"I alt";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"50 Trøndelag - Trööndelage";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"50 Trøndelag - Trööndelage";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"15 Møre og Romsdal";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2024";;"Ukjent";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2025";;"97 Svalbard og øvrige områder";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2025";;"31 Østfold";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2025";;"18 Nordland - Nordlánnda";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2024";;"32 Akershus";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2025";;"50 Trøndelag - Trööndelage";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2024";;"50 Trøndelag - Trööndelage";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2024";6196;"I alt";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2025";;"97 Svalbard og øvrige områder";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2025";211;"34 Innlandet";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2025";227;"42 Agder";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2024";732;"32 Akershus";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2025";629;"40 Telemark";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2024";597;"55 Troms - Romsa - Tromssa ";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2024";2424;"11 Rogaland";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"97 Svalbard og øvrige områder";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1001;"34 Innlandet";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1129;"31 Østfold";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2024";1780;"31 Østfold";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2024";3477;"32 Akershus";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1116;"50 Trøndelag - Trööndelage";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2025";589;"40 Telemark";"40-44 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"Ukjent";"40-44 år";"Arbeidssøkere på tiltak";"I alt"
"2024";890;"18 Nordland - Nordlánnda";"40-44 år";"Arbeidssøkere på tiltak";"I alt"
"2024";609;"40 Telemark";"50-54 år";"Arbeidssøkere på tiltak";"I alt"
"2024";612;"15 Møre og Romsdal";"50-54 år";"Arbeidssøkere på tiltak";"I alt"
"2024";280;"55 Troms - Romsa - Tromssa ";"50-54 år";"Arbeidssøkere på tiltak";"I alt"
"2024";12500;"I alt";"50-54 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"Ukjent";"50-54 år";"Arbeidssøkere på tiltak";"I alt"
"2025";769;"11 Rogaland";"50-54 år";"Arbeidssøkere på tiltak";"I alt"
"2025";400;"33 Buskerud";"50-54 år";"Arbeidssøkere på tiltak";"I alt"
"2024";658;"39 Vestfold";"50-54 år";"Arbeidssøkere på tiltak";"I alt"
"2025";96;"Ukjent";"25-29 år";"Delvis ledige";"I alt"
"2024";177;"Ukjent";"25-29 år";"Delvis ledige";"I alt"
"2025";1332;"31 Østfold";"25-29 år";"Delvis ledige";"I alt"
"2024";12233;"15 Møre og Romsdal";"I alt";"Delvis ledige";"I alt"
"2025";12753;"11 Rogaland";"I alt";"Delvis ledige";"I alt"
"2025";9641;"39 Vestfold";"I alt";"Delvis ledige";"I alt"
"2024";17610;"34 Innlandet";"I alt";"Delvis ledige";"I alt"
"2025";26792;"03 Oslo";"I alt";"Delvis ledige";"I alt"
"2025";641;"40 Telemark";"45-49 år";"Delvis ledige";"I alt"
"2024";1042;"40 Telemark";"45-49 år";"Delvis ledige";"I alt"
"2024";1370;"15 Møre og Romsdal";"45-49 år";"Delvis ledige";"I alt"
"2024";1578;"39 Vestfold";"45-49 år";"Delvis ledige";"I alt"
"2024";1674;"42 Agder";"45-49 år";"Delvis ledige";"I alt"
"2024";1836;"31 Østfold";"45-49 år";"Delvis ledige";"I alt"
"2025";14955;"I alt";"55-59 år";"Delvis ledige";"I alt"
"2025";;"97 Svalbard og øvrige områder";"55-59 år";"Delvis ledige";"I alt"
"2024";1503;"39 Vestfold";"55-59 år";"Delvis ledige";"I alt"
"2024";1680;"34 Innlandet";"55-59 år";"Delvis ledige";"I alt"
"2025";814;"42 Agder";"55-59 år";"Delvis ledige";"I alt"
"2025";437;"40 Telemark";"60-64 år";"Delvis ledige";"I alt"
"2024";682;"40 Telemark";"60-64 år";"Delvis ledige";"I alt"
"2025";567;"15 Møre og Romsdal";"60-64 år";"Delvis ledige";"I alt"
"2025";243;"55 Troms - Romsa - Tromssa ";"60-64 år";"Delvis ledige";"I alt"
"2025";12046;"I alt";"60-64 år";"Delvis ledige";"I alt"
"2025";;"97 Svalbard og øvrige områder";"60-64 år";"Delvis ledige";"I alt"
"2025";823;"39 Vestfold";"60-64 år";"Delvis ledige";"I alt"
"2024";1191;"39 Vestfold";"60-64 år";"Delvis ledige";"I alt"
"2024";1393;"34 Innlandet";"60-64 år";"Delvis ledige";"I alt"
"2025";1192;"46 Vestland";"60-64 år";"Delvis ledige";"I alt"
"2024";2427;"32 Akershus";"60-64 år";"Delvis ledige";"I alt"
"2024";1405;"50 Trøndelag - Trööndelage";"60-64 år";"Delvis ledige";"I alt"
"2024";2960;"11 Rogaland";"35-39 år";"Delvis ledige";"I alt"
"2024";1700;"39 Vestfold";"35-39 år";"Delvis ledige";"I alt"
"2025";1503;"31 Østfold";"35-39 år";"Delvis ledige";"I alt"
"2024";3921;"46 Vestland";"35-39 år";"Delvis ledige";"I alt"
"2024";101;"Ukjent";"20-24 år";"Delvis ledige";"I alt"
"2024";1881;"11 Rogaland";"20-24 år";"Delvis ledige";"I alt"
"2025";;"97 Svalbard og øvrige områder";"20-24 år";"Delvis ledige";"I alt"
"2024";1627;"31 Østfold";"20-24 år";"Delvis ledige";"I alt"
"2025";1728;"46 Vestland";"20-24 år";"Delvis ledige";"I alt"
"2024";966;"18 Nordland - Nordlánnda";"20-24 år";"Delvis ledige";"I alt"
"2025";1762;"32 Akershus";"20-24 år";"Delvis ledige";"I alt"
"2025";3381;"I alt";"65-69 år";"Delvis ledige";"I alt"
"2025";181;"39 Vestfold";"65-69 år";"Delvis ledige";"I alt"
"2024";344;"34 Innlandet";"65-69 år";"Delvis ledige";"I alt"
"2025";150;"42 Agder";"65-69 år";"Delvis ledige";"I alt"
"2024";525;"03 Oslo";"65-69 år";"Delvis ledige";"I alt"
"2025";500;"32 Akershus";"65-69 år";"Delvis ledige";"I alt"
"2025";87;"56 Finnmark - Finnmárku - Finmarkku";"65-69 år";"Delvis ledige";"I alt"
"2024";149;"56 Finnmark - Finnmárku - Finmarkku";"65-69 år";"Delvis ledige";"I alt"
"2025";;"40 Telemark";"70 år og over";"Delvis ledige";"I alt"
"2024";;"40 Telemark";"70 år og over";"Delvis ledige";"I alt"
"2024";;"39 Vestfold";"70 år og over";"Delvis ledige";"I alt"
"2025";;"42 Agder";"70 år og over";"Delvis ledige";"I alt"
"2024";;"18 Nordland - Nordlánnda";"70 år og over";"Delvis ledige";"I alt"
"2025";;"56 Finnmark - Finnmárku - Finmarkku";"70 år og over";"Delvis ledige";"I alt"
"2024";97;"40 Telemark";"19 år og under";"Delvis ledige";"I alt"
"2024";158;"15 Møre og Romsdal";"19 år og under";"Delvis ledige";"I alt"
"2024";2878;"I alt";"19 år og under";"Delvis ledige";"I alt"
"2025";;"97 Svalbard og øvrige områder";"19 år og under";"Delvis ledige";"I alt"
"2024";227;"42 Agder";"19 år og under";"Delvis ledige";"I alt"
"2024";170;"03 Oslo";"19 år og under";"Delvis ledige";"I alt"
"2025";1439;"31 Østfold";"30-34 år";"Delvis ledige";"I alt"
"2024";3493;"46 Vestland";"30-34 år";"Delvis ledige";"I alt"
"2024";1320;"18 Nordland - Nordlánnda";"30-34 år";"Delvis ledige";"I alt"
"2024";2726;"50 Trøndelag - Trööndelage";"30-34 år";"Delvis ledige";"I alt"
"2025";959;"15 Møre og Romsdal";"40-44 år";"Delvis ledige";"I alt"
"2025";1837;"11 Rogaland";"40-44 år";"Delvis ledige";"I alt"
"2024";2465;"11 Rogaland";"40-44 år";"Delvis ledige";"I alt"
"2024";1833;"33 Buskerud";"40-44 år";"Delvis ledige";"I alt"
"2025";1188;"42 Agder";"40-44 år";"Delvis ledige";"I alt"
"2025";1430;"31 Østfold";"40-44 år";"Delvis ledige";"I alt"
"2025";454;"56 Finnmark - Finnmárku - Finmarkku";"40-44 år";"Delvis ledige";"I alt"
"2025";301;"55 Troms - Romsa - Tromssa ";"50-54 år";"Delvis ledige";"I alt"
"2024";1965;"11 Rogaland";"50-54 år";"Delvis ledige";"I alt"
"2025";1044;"39 Vestfold";"50-54 år";"Delvis ledige";"I alt"
"2024";1912;"34 Innlandet";"50-54 år";"Delvis ledige";"I alt"
"2024";1726;"31 Østfold";"50-54 år";"Delvis ledige";"I alt"
"2024";3441;"03 Oslo";"50-54 år";"Delvis ledige";"I alt"
"2025";1116;"55 Troms - Romsa - Tromssa ";"25-29 år";"Helt ledige";"I alt"
"2025";4522;"11 Rogaland";"25-29 år";"Helt ledige";"I alt"
"2024";4443;"33 Buskerud";"25-29 år";"Helt ledige";"I alt"
"2025";13276;"03 Oslo";"25-29 år";"Helt ledige";"I alt"
"2025";917;"56 Finnmark - Finnmárku - Finmarkku";"25-29 år";"Helt ledige";"I alt"
"2024";24737;"40 Telemark";"I alt";"Helt ledige";"I alt"
"2025";20372;"15 Møre og Romsdal";"I alt";"Helt ledige";"I alt"
"2024";718037;"I alt";"I alt";"Helt ledige";"I alt"
"2024";40914;"34 Innlandet";"I alt";"Helt ledige";"I alt"
"2024";2673;"15 Møre og Romsdal";"45-49 år";"Helt ledige";"I alt"
"2025";47869;"I alt";"45-49 år";"Helt ledige";"I alt"
"2025";4737;"46 Vestland";"45-49 år";"Helt ledige";"I alt"
"2025";3248;"50 Trøndelag - Trööndelage";"45-49 år";"Helt ledige";"I alt"
"2025";;"Ukjent";"55-59 år";"Helt ledige";"I alt"
"2024";;"Ukjent";"55-59 år";"Helt ledige";"I alt"
"2025";1865;"39 Vestfold";"55-59 år";"Helt ledige";"I alt"
"2024";2382;"42 Agder";"55-59 år";"Helt ledige";"I alt"
"2024";4461;"46 Vestland";"55-59 år";"Helt ledige";"I alt"
"2024";7067;"32 Akershus";"55-59 år";"Helt ledige";"I alt"
"2025";634;"55 Troms - Romsa - Tromssa ";"60-64 år";"Helt ledige";"I alt"
"2024";;"Ukjent";"60-64 år";"Helt ledige";"I alt"
"2024";2005;"55 Troms - Romsa - Tromssa ";"35-39 år";"Helt ledige";"I alt"
"2024";107209;"I alt";"35-39 år";"Helt ledige";"I alt"
"2025";7284;"46 Vestland";"35-39 år";"Helt ledige";"I alt"
"2024";21480;"03 Oslo";"35-39 år";"Helt ledige";"I alt"
"2025";2097;"40 Telemark";"20-24 år";"Helt ledige";"I alt"
