"AAR";"PX_DATA";"BOSTED_FYLKE_NR_NAVN";"ALDER_GRUPPE_5AARIG";"HOVEDGRUPPETEKST";"KJONN"
"2024";1254;"46 Vestland";"19 år og under";"Helt ledige";"Menn"
"2024";1303;"32 Akershus";"19 år og under";"Helt ledige";"Menn"
"2024";218;"56 Finnmark - Finnmárku - Finmarkku";"19 år og under";"Helt ledige";"Menn"
"2025";937;"55 Troms - Romsa - Tromssa ";"30-34 år";"Helt ledige";"Menn"
"2024";4515;"11 Rogaland";"30-34 år";"Helt ledige";"Menn"
"2024";3222;"33 Buskerud";"30-34 år";"Helt ledige";"Menn"
"2025";1961;"42 Agder";"30-34 år";"Helt ledige";"Menn"
"2025";6199;"32 Akershus";"30-34 år";"Helt ledige";"Menn"
"2025";3263;"50 Trøndelag - Trööndelage";"30-34 år";"Helt ledige";"Menn"
"2024";1610;"40 Telemark";"40-44 år";"Helt ledige";"Menn"
"2024";1111;"55 Troms - Romsa - Tromssa ";"40-44 år";"Helt ledige";"Menn"
"2025";36219;"I alt";"40-44 år";"Helt ledige";"Menn"
"2024";48970;"I alt";"40-44 år";"Helt ledige";"Menn"
"2024";;"Ukjent";"40-44 år";"Helt ledige";"Menn"
"2024";3689;"11 Rogaland";"40-44 år";"Helt ledige";"Menn"
"2024";2571;"33 Buskerud";"40-44 år";"Helt ledige";"Menn"
"2024";879;"56 Finnmark - Finnmárku - Finmarkku";"40-44 år";"Helt ledige";"Menn"
"2025";25548;"I alt";"50-54 år";"Helt ledige";"Menn"
"2025";;"Ukjent";"50-54 år";"Helt ledige";"Menn"
"2025";;"97 Svalbard og øvrige områder";"50-54 år";"Helt ledige";"Menn"
"2024";762;"56 Finnmark - Finnmárku - Finmarkku";"50-54 år";"Helt ledige";"Menn"
"2025";110;"55 Troms - Romsa - Tromssa ";"25-29 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";8084;"I alt";"25-29 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";12091;"I alt";"25-29 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"Ukjent";"25-29 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";652;"11 Rogaland";"25-29 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";976;"11 Rogaland";"25-29 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";810;"46 Vestland";"25-29 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";617;"50 Trøndelag - Trööndelage";"25-29 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";2983;"15 Møre og Romsdal";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2024";4536;"15 Møre og Romsdal";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2024";3396;"39 Vestfold";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2025";3877;"34 Innlandet";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2025";173;"55 Troms - Romsa - Tromssa ";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";9483;"I alt";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";277;"33 Buskerud";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";1056;"46 Vestland";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";1240;"03 Oslo";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";200;"34 Innlandet";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";226;"50 Trøndelag - Trööndelage";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";6;"55 Troms - Romsa - Tromssa ";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"Ukjent";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";90;"11 Rogaland";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";145;"34 Innlandet";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";96;"03 Oslo";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";107;"50 Trøndelag - Trööndelage";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"56 Finnmark - Finnmárku - Finmarkku";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";802;"15 Møre og Romsdal";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";10858;"I alt";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";1221;"11 Rogaland";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";1262;"46 Vestland";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";87;"55 Troms - Romsa - Tromssa ";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"Ukjent";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";432;"34 Innlandet";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"55 Troms - Romsa - Tromssa ";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";180;"I alt";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"11 Rogaland";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"39 Vestfold";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"39 Vestfold";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"34 Innlandet";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"42 Agder";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"46 Vestland";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"18 Nordland - Nordlánnda";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"I alt";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"I alt";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"Ukjent";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"39 Vestfold";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"42 Agder";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"18 Nordland - Nordlánnda";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"50 Trøndelag - Trööndelage";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"56 Finnmark - Finnmárku - Finmarkku";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2025";7;"55 Troms - Romsa - Tromssa ";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2024";61;"55 Troms - Romsa - Tromssa ";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2025";76;"11 Rogaland";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2025";89;"42 Agder";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2024";110;"18 Nordland - Nordlánnda";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2024";6;"56 Finnmark - Finnmárku - Finmarkku";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2025";9495;"I alt";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";385;"39 Vestfold";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";924;"42 Agder";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";2253;"32 Akershus";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";507;"50 Trøndelag - Trööndelage";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";116;"56 Finnmark - Finnmárku - Finmarkku";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";710;"15 Møre og Romsdal";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";13768;"I alt";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";1501;"46 Vestland";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";454;"34 Innlandet";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";343;"55 Troms - Romsa - Tromssa ";"25-29 år";"Delvis ledige";"Kvinner"
"2025";518;"39 Vestfold";"25-29 år";"Delvis ledige";"Kvinner"
"2024";1030;"42 Agder";"25-29 år";"Delvis ledige";"Kvinner"
"2024";1072;"31 Østfold";"25-29 år";"Delvis ledige";"Kvinner"
"2024";1609;"46 Vestland";"25-29 år";"Delvis ledige";"Kvinner"
"2025";1077;"50 Trøndelag - Trööndelage";"25-29 år";"Delvis ledige";"Kvinner"
"2025";3433;"40 Telemark";"I alt";"Delvis ledige";"Kvinner"
"2024";10896;"11 Rogaland";"I alt";"Delvis ledige";"Kvinner"
"2025";4749;"33 Buskerud";"I alt";"Delvis ledige";"Kvinner"
"2024";6721;"33 Buskerud";"I alt";"Delvis ledige";"Kvinner"
"2024";7788;"42 Agder";"I alt";"Delvis ledige";"Kvinner"
"2025";8942;"46 Vestland";"I alt";"Delvis ledige";"Kvinner"
"2025";7249;"50 Trøndelag - Trööndelage";"I alt";"Delvis ledige";"Kvinner"
"2024";3122;"56 Finnmark - Finnmárku - Finmarkku";"I alt";"Delvis ledige";"Kvinner"
"2024";455;"40 Telemark";"45-49 år";"Delvis ledige";"Kvinner"
"2025";792;"11 Rogaland";"45-49 år";"Delvis ledige";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"45-49 år";"Delvis ledige";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"45-49 år";"Delvis ledige";"Kvinner"
"2024";857;"39 Vestfold";"45-49 år";"Delvis ledige";"Kvinner"
"2024";834;"31 Østfold";"45-49 år";"Delvis ledige";"Kvinner"
"2024";783;"11 Rogaland";"55-59 år";"Delvis ledige";"Kvinner"
"2025";507;"34 Innlandet";"55-59 år";"Delvis ledige";"Kvinner"
"2024";1119;"46 Vestland";"55-59 år";"Delvis ledige";"Kvinner"
"2024";1221;"03 Oslo";"55-59 år";"Delvis ledige";"Kvinner"
"2025";489;"50 Trøndelag - Trööndelage";"55-59 år";"Delvis ledige";"Kvinner"
"2024";419;"15 Møre og Romsdal";"60-64 år";"Delvis ledige";"Kvinner"
"2024";7984;"I alt";"60-64 år";"Delvis ledige";"Kvinner"
"2024";;"Ukjent";"60-64 år";"Delvis ledige";"Kvinner"
"2024";572;"11 Rogaland";"60-64 år";"Delvis ledige";"Kvinner"
"2024";601;"34 Innlandet";"60-64 år";"Delvis ledige";"Kvinner"
"2024";455;"42 Agder";"60-64 år";"Delvis ledige";"Kvinner"
"2024";720;"40 Telemark";"35-39 år";"Delvis ledige";"Kvinner"
"2024";417;"55 Troms - Romsa - Tromssa ";"35-39 år";"Delvis ledige";"Kvinner"
"2025";1386;"46 Vestland";"35-39 år";"Delvis ledige";"Kvinner"
"2025";1953;"03 Oslo";"35-39 år";"Delvis ledige";"Kvinner"
"2025";311;"40 Telemark";"20-24 år";"Delvis ledige";"Kvinner"
"2025";7272;"I alt";"20-24 år";"Delvis ledige";"Kvinner"
"2025";310;"33 Buskerud";"20-24 år";"Delvis ledige";"Kvinner"
"2024";425;"33 Buskerud";"20-24 år";"Delvis ledige";"Kvinner"
"2025";43;"31 Østfold";"65-69 år";"Delvis ledige";"Kvinner"
"2025";20;"18 Nordland - Nordlánnda";"65-69 år";"Delvis ledige";"Kvinner"
"2025";157;"32 Akershus";"65-69 år";"Delvis ledige";"Kvinner"
"2025";;"11 Rogaland";"70 år og over";"Delvis ledige";"Kvinner"
"2024";;"11 Rogaland";"70 år og over";"Delvis ledige";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"70 år og over";"Delvis ledige";"Kvinner"
"2024";;"39 Vestfold";"70 år og over";"Delvis ledige";"Kvinner"
"2024";;"46 Vestland";"70 år og over";"Delvis ledige";"Kvinner"
"2024";;"18 Nordland - Nordlánnda";"70 år og over";"Delvis ledige";"Kvinner"
"2025";42;"40 Telemark";"19 år og under";"Delvis ledige";"Kvinner"
"2024";54;"15 Møre og Romsdal";"19 år og under";"Delvis ledige";"Kvinner"
"2024";6;"55 Troms - Romsa - Tromssa ";"19 år og under";"Delvis ledige";"Kvinner"
"2024";;"Ukjent";"19 år og under";"Delvis ledige";"Kvinner"
"2025";89;"11 Rogaland";"19 år og under";"Delvis ledige";"Kvinner"
"2024";107;"11 Rogaland";"19 år og under";"Delvis ledige";"Kvinner"
"2024";26;"33 Buskerud";"19 år og under";"Delvis ledige";"Kvinner"
"2024";20;"18 Nordland - Nordlánnda";"19 år og under";"Delvis ledige";"Kvinner"
"2025";76;"03 Oslo";"19 år og under";"Delvis ledige";"Kvinner"
"2024";7;"Ukjent";"30-34 år";"Delvis ledige";"Kvinner"
"2025";952;"11 Rogaland";"30-34 år";"Delvis ledige";"Kvinner"
"2025";850;"34 Innlandet";"30-34 år";"Delvis ledige";"Kvinner"
"2025";291;"56 Finnmark - Finnmárku - Finmarkku";"30-34 år";"Delvis ledige";"Kvinner"
"2024";1046;"33 Buskerud";"40-44 år";"Delvis ledige";"Kvinner"
"2025";882;"34 Innlandet";"40-44 år";"Delvis ledige";"Kvinner"
"2025";1690;"32 Akershus";"40-44 år";"Delvis ledige";"Kvinner"
"2024";1152;"11 Rogaland";"50-54 år";"Delvis ledige";"Kvinner"
"2025";1056;"03 Oslo";"50-54 år";"Delvis ledige";"Kvinner"
"2024";1332;"15 Møre og Romsdal";"25-29 år";"Helt ledige";"Kvinner"
"2024";3483;"11 Rogaland";"25-29 år";"Helt ledige";"Kvinner"
"2024";3849;"46 Vestland";"25-29 år";"Helt ledige";"Kvinner"
"2024";3040;"50 Trøndelag - Trööndelage";"25-29 år";"Helt ledige";"Kvinner"
"2024";14265;"33 Buskerud";"I alt";"Helt ledige";"Kvinner"
"2025";10334;"39 Vestfold";"I alt";"Helt ledige";"Kvinner"
"2024";8393;"18 Nordland - Nordlánnda";"I alt";"Helt ledige";"Kvinner"
"2024";42278;"32 Akershus";"I alt";"Helt ledige";"Kvinner"
"2025";758;"15 Møre og Romsdal";"45-49 år";"Helt ledige";"Kvinner"
"2025";;"Ukjent";"45-49 år";"Helt ledige";"Kvinner"
"2024";;"Ukjent";"45-49 år";"Helt ledige";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"45-49 år";"Helt ledige";"Kvinner"
"2025";996;"33 Buskerud";"45-49 år";"Helt ledige";"Kvinner"
"2024";1373;"42 Agder";"45-49 år";"Helt ledige";"Kvinner"
"2025";383;"40 Telemark";"55-59 år";"Helt ledige";"Kvinner"
"2025";585;"15 Møre og Romsdal";"55-59 år";"Helt ledige";"Kvinner"
"2024";940;"34 Innlandet";"55-59 år";"Helt ledige";"Kvinner"
"2024";2394;"03 Oslo";"55-59 år";"Helt ledige";"Kvinner"
"2025";310;"40 Telemark";"60-64 år";"Helt ledige";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"60-64 år";"Helt ledige";"Kvinner"
"2025";391;"33 Buskerud";"60-64 år";"Helt ledige";"Kvinner"
"2024";455;"33 Buskerud";"60-64 år";"Helt ledige";"Kvinner"
"2025";685;"31 Østfold";"60-64 år";"Helt ledige";"Kvinner"
"2024";1841;"32 Akershus";"60-64 år";"Helt ledige";"Kvinner"
"2024";188;"56 Finnmark - Finnmárku - Finmarkku";"60-64 år";"Helt ledige";"Kvinner"
"2025";1318;"15 Møre og Romsdal";"35-39 år";"Helt ledige";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"35-39 år";"Helt ledige";"Kvinner"
"2024";9646;"03 Oslo";"35-39 år";"Helt ledige";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"20-24 år";"Helt ledige";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"20-24 år";"Helt ledige";"Kvinner"
"2024";1944;"42 Agder";"20-24 år";"Helt ledige";"Kvinner"
"2024";1974;"31 Østfold";"20-24 år";"Helt ledige";"Kvinner"
"2025";2571;"03 Oslo";"20-24 år";"Helt ledige";"Kvinner"
"2025";135;"42 Agder";"65-69 år";"Helt ledige";"Kvinner"
"2024";225;"42 Agder";"65-69 år";"Helt ledige";"Kvinner"
"2024";287;"31 Østfold";"65-69 år";"Helt ledige";"Kvinner"
"2024";511;"03 Oslo";"65-69 år";"Helt ledige";"Kvinner"
"2024";6;"I alt";"70 år og over";"Helt ledige";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"70 år og over";"Helt ledige";"Kvinner"
"2025";;"34 Innlandet";"70 år og over";"Helt ledige";"Kvinner"
"2025";;"18 Nordland - Nordlánnda";"70 år og over";"Helt ledige";"Kvinner"
"2024";;"56 Finnmark - Finnmárku - Finmarkku";"70 år og over";"Helt ledige";"Kvinner"
"2025";226;"40 Telemark";"19 år og under";"Helt ledige";"Kvinner"
"2024";384;"40 Telemark";"19 år og under";"Helt ledige";"Kvinner"
"2024";141;"55 Troms - Romsa - Tromssa ";"19 år og under";"Helt ledige";"Kvinner"
"2024";;"Ukjent";"19 år og under";"Helt ledige";"Kvinner"
"2024";540;"31 Østfold";"19 år og under";"Helt ledige";"Kvinner"
"2024";725;"32 Akershus";"19 år og under";"Helt ledige";"Kvinner"
"2025";70;"56 Finnmark - Finnmárku - Finmarkku";"19 år og under";"Helt ledige";"Kvinner"
"2024";130;"56 Finnmark - Finnmárku - Finmarkku";"19 år og under";"Helt ledige";"Kvinner"
"2024";1636;"15 Møre og Romsdal";"30-34 år";"Helt ledige";"Kvinner"
"2025";678;"55 Troms - Romsa - Tromssa ";"30-34 år";"Helt ledige";"Kvinner"
"2024";49756;"I alt";"30-34 år";"Helt ledige";"Kvinner"
"2024";4557;"46 Vestland";"30-34 år";"Helt ledige";"Kvinner"
"2025";5640;"32 Akershus";"30-34 år";"Helt ledige";"Kvinner"
"2024";1463;"15 Møre og Romsdal";"40-44 år";"Helt ledige";"Kvinner"
"2025";;"Ukjent";"40-44 år";"Helt ledige";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"40-44 år";"Helt ledige";"Kvinner"
"2025";1328;"42 Agder";"40-44 år";"Helt ledige";"Kvinner"
"2024";652;"40 Telemark";"50-54 år";"Helt ledige";"Kvinner"
"2024";1104;"33 Buskerud";"50-54 år";"Helt ledige";"Kvinner"
"2025";898;"39 Vestfold";"50-54 år";"Helt ledige";"Kvinner"
"2025";1578;"46 Vestland";"50-54 år";"Helt ledige";"Kvinner"
"2024";3104;"32 Akershus";"50-54 år";"Helt ledige";"Kvinner"
"2025";323;"56 Finnmark - Finnmárku - Finmarkku";"50-54 år";"Helt ledige";"Kvinner"
"2025";9;"Ukjent";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"Ukjent";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1382;"11 Rogaland";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2024";1174;"39 Vestfold";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1008;"34 Innlandet";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1386;"31 Østfold";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2024";2036;"31 Østfold";"25-29 år";"Arbeidssøkere på tiltak";"I alt"
"2025";5671;"15 Møre og Romsdal";"I alt";"Arbeidssøkere på tiltak";"I alt"
"2024";249;"Ukjent";"I alt";"Arbeidssøkere på tiltak";"I alt"
"2025";5282;"39 Vestfold";"I alt";"Arbeidssøkere på tiltak";"I alt"
"2024";12960;"31 Østfold";"I alt";"Arbeidssøkere på tiltak";"I alt"
"2024";20039;"46 Vestland";"I alt";"Arbeidssøkere på tiltak";"I alt"
"2025";15224;"32 Akershus";"I alt";"Arbeidssøkere på tiltak";"I alt"
"2024";877;"15 Møre og Romsdal";"45-49 år";"Arbeidssøkere på tiltak";"I alt"
"2024";17094;"I alt";"45-49 år";"Arbeidssøkere på tiltak";"I alt"
"2025";544;"18 Nordland - Nordlánnda";"45-49 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1440;"32 Akershus";"45-49 år";"Arbeidssøkere på tiltak";"I alt"
"2024";2134;"32 Akershus";"45-49 år";"Arbeidssøkere på tiltak";"I alt"
"2024";444;"15 Møre og Romsdal";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"97 Svalbard og øvrige områder";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2025";392;"39 Vestfold";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2025";2940;"I alt";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2024";264;"11 Rogaland";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"97 Svalbard og øvrige områder";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2025";205;"33 Buskerud";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2025";121;"39 Vestfold";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2025";335;"46 Vestland";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2025";268;"03 Oslo";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2024";538;"32 Akershus";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2024";21;"Ukjent";"35-39 år";"Arbeidssøkere på tiltak";"I alt"
"2024";2694;"11 Rogaland";"35-39 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"97 Svalbard og øvrige områder";"35-39 år";"Arbeidssøkere på tiltak";"I alt"
"2025";833;"33 Buskerud";"35-39 år";"Arbeidssøkere på tiltak";"I alt"
"2024";1971;"11 Rogaland";"20-24 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"15 Møre og Romsdal";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"Ukjent";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"97 Svalbard og øvrige områder";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"39 Vestfold";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"42 Agder";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2024";58;"42 Agder";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"31 Østfold";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"15 Møre og Romsdal";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2024";;"33 Buskerud";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2024";;"39 Vestfold";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2024";;"03 Oslo";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2024";402;"15 Møre og Romsdal";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2024";;"Ukjent";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2025";203;"11 Rogaland";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2024";423;"42 Agder";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2025";;"Ukjent";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2025";741;"33 Buskerud";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2025";630;"18 Nordland - Nordlánnda";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2024";1057;"18 Nordland - Nordlánnda";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2024";957;"40 Telemark";"40-44 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"97 Svalbard og øvrige områder";"40-44 år";"Arbeidssøkere på tiltak";"I alt"
"2025";324;"40 Telemark";"50-54 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"97 Svalbard og øvrige områder";"50-54 år";"Arbeidssøkere på tiltak";"I alt"
"2024";179;"56 Finnmark - Finnmárku - Finmarkku";"50-54 år";"Arbeidssøkere på tiltak";"I alt"
"2025";879;"15 Møre og Romsdal";"25-29 år";"Delvis ledige";"I alt"
"2025";985;"33 Buskerud";"25-29 år";"Delvis ledige";"I alt"
"2024";1126;"18 Nordland - Nordlánnda";"25-29 år";"Delvis ledige";"I alt"
"2025";6812;"40 Telemark";"I alt";"Delvis ledige";"I alt"
"2025";177229;"I alt";"I alt";"Delvis ledige";"I alt"
"2025";11973;"34 Innlandet";"I alt";"Delvis ledige";"I alt"
"2024";28889;"46 Vestland";"I alt";"Delvis ledige";"I alt"
"2025";22024;"32 Akershus";"I alt";"Delvis ledige";"I alt"
"2025";4005;"56 Finnmark - Finnmárku - Finmarkku";"I alt";"Delvis ledige";"I alt"
"2024";30371;"I alt";"45-49 år";"Delvis ledige";"I alt"
"2025";302;"Ukjent";"45-49 år";"Delvis ledige";"I alt"
"2025";1221;"34 Innlandet";"45-49 år";"Delvis ledige";"I alt"
"2024";4341;"03 Oslo";"45-49 år";"Delvis ledige";"I alt"
"2024";733;"56 Finnmark - Finnmárku - Finmarkku";"45-49 år";"Delvis ledige";"I alt"
"2024";1151;"15 Møre og Romsdal";"55-59 år";"Delvis ledige";"I alt"
"2025";309;"55 Troms - Romsa - Tromssa ";"55-59 år";"Delvis ledige";"I alt"
"2025";916;"11 Rogaland";"55-59 år";"Delvis ledige";"I alt"
"2025";843;"33 Buskerud";"55-59 år";"Delvis ledige";"I alt"
"2025";1097;"31 Østfold";"55-59 år";"Delvis ledige";"I alt"
"2025";518;"18 Nordland - Nordlánnda";"55-59 år";"Delvis ledige";"I alt"
"2025";598;"33 Buskerud";"60-64 år";"Delvis ledige";"I alt"
"2025";965;"34 Innlandet";"60-64 år";"Delvis ledige";"I alt"
"2025";693;"42 Agder";"60-64 år";"Delvis ledige";"I alt"
"2025";955;"50 Trøndelag - Trööndelage";"60-64 år";"Delvis ledige";"I alt"
"2024";1311;"40 Telemark";"35-39 år";"Delvis ledige";"I alt"
"2024";1603;"15 Møre og Romsdal";"35-39 år";"Delvis ledige";"I alt"
"2025";523;"55 Troms - Romsa - Tromssa ";"35-39 år";"Delvis ledige";"I alt"
"2024";399;"Ukjent";"35-39 år";"Delvis ledige";"I alt"
"2025";1386;"33 Buskerud";"35-39 år";"Delvis ledige";"I alt"
"2024";1872;"33 Buskerud";"35-39 år";"Delvis ledige";"I alt"
"2025";495;"56 Finnmark - Finnmárku - Finmarkku";"35-39 år";"Delvis ledige";"I alt"
"2025";731;"40 Telemark";"20-24 år";"Delvis ledige";"I alt"
"2024";535;"55 Troms - Romsa - Tromssa ";"20-24 år";"Delvis ledige";"I alt"
"2025";797;"33 Buskerud";"20-24 år";"Delvis ledige";"I alt"
"2024";155;"55 Troms - Romsa - Tromssa ";"65-69 år";"Delvis ledige";"I alt"
"2024";;"Ukjent";"65-69 år";"Delvis ledige";"I alt"
"2024";;"97 Svalbard og øvrige områder";"65-69 år";"Delvis ledige";"I alt"
"2025";97;"18 Nordland - Nordlánnda";"65-69 år";"Delvis ledige";"I alt"
"2024";;"I alt";"70 år og over";"Delvis ledige";"I alt"
"2024";;"50 Trøndelag - Trööndelage";"70 år og over";"Delvis ledige";"I alt"
"2025";2078;"I alt";"19 år og under";"Delvis ledige";"I alt"
"2024";;"Ukjent";"19 år og under";"Delvis ledige";"I alt"
"2025";68;"33 Buskerud";"19 år og under";"Delvis ledige";"I alt"
"2024";127;"33 Buskerud";"19 år og under";"Delvis ledige";"I alt"
"2025";136;"42 Agder";"19 år og under";"Delvis ledige";"I alt"
"2024";249;"46 Vestland";"19 år og under";"Delvis ledige";"I alt"
"2024";35388;"I alt";"30-34 år";"Delvis ledige";"I alt"
"2025";1732;"11 Rogaland";"30-34 år";"Delvis ledige";"I alt"
